protein_id	Seq MD5 digest	Sequence length	Analysis	Signature accession	Signature description	Start location	Stop location	Score	Status	Date of run	Interpro annotations - accession	Interpro annotation - description	optional: GO terms	optional: Pathway annotation
HIN_020869	03a3417e4e0c583ab6b37bcbf148c2f6	300	SMART	SM00645	pept_c1	73	300	8.8E-14	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_020869	03a3417e4e0c583ab6b37bcbf148c2f6	300	Pfam	PF00112	Papain family cysteine protease	73	289	1.1E-28	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_020869	03a3417e4e0c583ab6b37bcbf148c2f6	300	PANTHER	PTHR12411:SF16	TUBULOINTERSTITIAL NEPHRITIS ANTIGEN-LIKE 1	48	287	8.4E-17	T	14-10-2020				
HIN_020869	03a3417e4e0c583ab6b37bcbf148c2f6	300	Gene3D	G3DSA:3.90.70.10	Cysteine proteinases	7	296	6.7E-41	T	14-10-2020				
HIN_020869	03a3417e4e0c583ab6b37bcbf148c2f6	300	SUPERFAMILY	SSF54001	Cysteine proteinases	22	288	1.4E-40	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_058565	a22900606aeecfd03984b7db1d1553fd	300	Pfam	PF00112	Papain family cysteine protease	73	289	2.5E-29	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_058565	a22900606aeecfd03984b7db1d1553fd	300	PANTHER	PTHR12411:SF16	TUBULOINTERSTITIAL NEPHRITIS ANTIGEN-LIKE 1	54	287	8.2E-18	T	14-10-2020				
HIN_058565	a22900606aeecfd03984b7db1d1553fd	300	Gene3D	G3DSA:3.90.70.10	Cysteine proteinases	10	296	1.7E-41	T	14-10-2020				
HIN_058565	a22900606aeecfd03984b7db1d1553fd	300	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	54	287	8.2E-18	T	14-10-2020				
HIN_058565	a22900606aeecfd03984b7db1d1553fd	300	SUPERFAMILY	SSF54001	Cysteine proteinases	22	288	2.0E-40	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_058565	a22900606aeecfd03984b7db1d1553fd	300	SMART	SM00645	pept_c1	73	300	3.8E-14	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_064658	e397e93e6c19daf8186a3c337cd5872a	300	SUPERFAMILY	SSF54001	Cysteine proteinases	22	288	3.86E-41	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_064658	e397e93e6c19daf8186a3c337cd5872a	300	Gene3D	G3DSA:3.90.70.10	Cysteine proteinases	7	296	7.3E-43	T	14-10-2020				
HIN_064658	e397e93e6c19daf8186a3c337cd5872a	300	Pfam	PF00112	Papain family cysteine protease	73	289	2.0E-29	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_064658	e397e93e6c19daf8186a3c337cd5872a	300	PANTHER	PTHR12411:SF737	CATHEPSIN B	43	142	4.0E-18	T	14-10-2020				
HIN_064658	e397e93e6c19daf8186a3c337cd5872a	300	PANTHER	PTHR12411:SF737	CATHEPSIN B	209	287	4.0E-18	T	14-10-2020				
HIN_064658	e397e93e6c19daf8186a3c337cd5872a	300	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	209	287	4.0E-18	T	14-10-2020				
HIN_064658	e397e93e6c19daf8186a3c337cd5872a	300	SMART	SM00645	pept_c1	73	300	3.1E-16	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_064658	e397e93e6c19daf8186a3c337cd5872a	300	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	43	142	4.0E-18	T	14-10-2020				
HIN_091182	09cbef09cc95af8230d003091d165544	300	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	57	287	8.9E-18	T	14-10-2020				
HIN_091182	09cbef09cc95af8230d003091d165544	300	PANTHER	PTHR12411:SF16	TUBULOINTERSTITIAL NEPHRITIS ANTIGEN-LIKE 1	57	287	8.9E-18	T	14-10-2020				
HIN_091182	09cbef09cc95af8230d003091d165544	300	SMART	SM00645	pept_c1	73	300	2.5E-13	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_091182	09cbef09cc95af8230d003091d165544	300	SUPERFAMILY	SSF54001	Cysteine proteinases	22	288	2.46E-40	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_091182	09cbef09cc95af8230d003091d165544	300	Pfam	PF00112	Papain family cysteine protease	73	289	5.6E-29	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_091182	09cbef09cc95af8230d003091d165544	300	Gene3D	G3DSA:3.90.70.10	Cysteine proteinases	10	296	8.7E-41	T	14-10-2020				
HIN_018929	23d84d97a81e6680f8f6aa52d52d9be7	389	SUPERFAMILY	SSF57850	RING/U-box	195	253	7.61E-10	T	14-10-2020				
HIN_018929	23d84d97a81e6680f8f6aa52d52d9be7	389	CDD	cd16448	RING-H2	202	246	4.19773E-6	T	14-10-2020				
HIN_018929	23d84d97a81e6680f8f6aa52d52d9be7	389	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	202	246	11.634	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_018929	23d84d97a81e6680f8f6aa52d52d9be7	389	Gene3D	G3DSA:3.30.40.10	Zinc/RING finger domain	185	265	1.8E-10	T	14-10-2020	IPR013083	Zinc finger, RING/FYVE/PHD-type		
HIN_018929	23d84d97a81e6680f8f6aa52d52d9be7	389	ProSiteProfiles	PS51266	Zinc finger CHY-type profile.	88	159	10.19	T	14-10-2020	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_018929	23d84d97a81e6680f8f6aa52d52d9be7	389	SMART	SM00184	ring_2	202	245	3.7E-5	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_018929	23d84d97a81e6680f8f6aa52d52d9be7	389	Pfam	PF13639	Ring finger domain	201	246	1.3E-6	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_069353	8053a6e0d2360803ad77405b215cba88	392	CDD	cd16448	RING-H2	204	248	2.61412E-6	T	14-10-2020				
HIN_069353	8053a6e0d2360803ad77405b215cba88	392	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	204	248	11.457	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_069353	8053a6e0d2360803ad77405b215cba88	392	ProSiteProfiles	PS51266	Zinc finger CHY-type profile.	88	171	10.643	T	14-10-2020	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_069353	8053a6e0d2360803ad77405b215cba88	392	Gene3D	G3DSA:3.30.40.10	Zinc/RING finger domain	187	268	1.6E-9	T	14-10-2020	IPR013083	Zinc finger, RING/FYVE/PHD-type		
HIN_069353	8053a6e0d2360803ad77405b215cba88	392	PANTHER	PTHR21319:SF20	RING FINGER AND CHY ZINC FINGER DOMAIN-CONTAINING PROTEIN 1	90	306	1.1E-12	T	14-10-2020				
HIN_069353	8053a6e0d2360803ad77405b215cba88	392	Pfam	PF13639	Ring finger domain	203	248	2.0E-6	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_069353	8053a6e0d2360803ad77405b215cba88	392	PANTHER	PTHR21319	RING FINGER AND CHY ZINC FINGER DOMAIN-CONTAINING PROTEIN 1	90	306	1.1E-12	T	14-10-2020				
HIN_069353	8053a6e0d2360803ad77405b215cba88	392	SUPERFAMILY	SSF57850	RING/U-box	197	256	2.12E-8	T	14-10-2020				
HIN_069353	8053a6e0d2360803ad77405b215cba88	392	SMART	SM00184	ring_2	204	247	9.9E-4	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	PANTHER	PTHR21319:SF0	ZINC FINGER PROTEIN BRUTUS	97	340	2.5E-57	T	14-10-2020				
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	SUPERFAMILY	SSF57850	RING/U-box	226	277	5.1E-10	T	14-10-2020				
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	ProSiteProfiles	PS51266	Zinc finger CHY-type profile.	96	162	15.649	T	14-10-2020	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	ProSiteProfiles	PS51270	Zinc finger CTCHY-type profile.	164	230	17.942	T	14-10-2020	IPR017921	Zinc finger, CTCHY-type		Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	MobiDBLite	mobidb-lite	consensus disorder prediction	435	460	-	T	14-10-2020				
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	SMART	SM00184	ring_2	123	172	19.0	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	SMART	SM00184	ring_2	228	270	7.8E-5	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	Pfam	PF13639	Ring finger domain	228	271	5.4E-7	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	MobiDBLite	mobidb-lite	consensus disorder prediction	446	460	-	T	14-10-2020				
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	Pfam	PF05495	CHY zinc finger	103	174	1.4E-14	T	14-10-2020	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	228	271	11.427	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	Coils	Coil	Coil	432	452	-	T	14-10-2020				
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	PANTHER	PTHR21319	RING FINGER AND CHY ZINC FINGER DOMAIN-CONTAINING PROTEIN 1	97	340	2.5E-57	T	14-10-2020				
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	Gene3D	G3DSA:3.30.40.10	Zinc/RING finger domain	216	307	7.1E-9	T	14-10-2020	IPR013083	Zinc finger, RING/FYVE/PHD-type		
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	SUPERFAMILY	SSF161219	CHY zinc finger-like	96	163	7.45E-12	T	14-10-2020	IPR037274	Zinc finger, CHY-type superfamily	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_023957	1c3a457d0c48997dd3a0097b98ae68f1	460	SUPERFAMILY	SSF161245	Zinc hairpin stack	165	222	9.29E-13	T	14-10-2020	IPR037275	Zinc finger, CTCHY-type superfamily		Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_030705	9da64c5923a94dc3a195ad35f0c39e01	460	ProSiteProfiles	PS51270	Zinc finger CTCHY-type profile.	164	230	17.898	T	14-10-2020	IPR017921	Zinc finger, CTCHY-type		Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_030705	9da64c5923a94dc3a195ad35f0c39e01	460	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	228	271	11.427	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_030705	9da64c5923a94dc3a195ad35f0c39e01	460	ProSiteProfiles	PS51266	Zinc finger CHY-type profile.	96	162	15.425	T	14-10-2020	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_030705	9da64c5923a94dc3a195ad35f0c39e01	460	SUPERFAMILY	SSF161245	Zinc hairpin stack	166	222	9.15E-13	T	14-10-2020	IPR037275	Zinc finger, CTCHY-type superfamily		Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_030705	9da64c5923a94dc3a195ad35f0c39e01	460	Coils	Coil	Coil	432	452	-	T	14-10-2020				
HIN_030705	9da64c5923a94dc3a195ad35f0c39e01	460	PANTHER	PTHR21319:SF0	ZINC FINGER PROTEIN BRUTUS	90	338	5.5E-56	T	14-10-2020				
HIN_030705	9da64c5923a94dc3a195ad35f0c39e01	460	MobiDBLite	mobidb-lite	consensus disorder prediction	446	460	-	T	14-10-2020				
HIN_030705	9da64c5923a94dc3a195ad35f0c39e01	460	Gene3D	G3DSA:3.30.40.10	Zinc/RING finger domain	218	307	6.3E-9	T	14-10-2020	IPR013083	Zinc finger, RING/FYVE/PHD-type		
HIN_030705	9da64c5923a94dc3a195ad35f0c39e01	460	SUPERFAMILY	SSF57850	RING/U-box	226	277	5.05E-10	T	14-10-2020				
HIN_030705	9da64c5923a94dc3a195ad35f0c39e01	460	Pfam	PF05495	CHY zinc finger	103	174	2.5E-13	T	14-10-2020	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_030705	9da64c5923a94dc3a195ad35f0c39e01	460	SMART	SM00184	ring_2	228	270	9.4E-5	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_030705	9da64c5923a94dc3a195ad35f0c39e01	460	MobiDBLite	mobidb-lite	consensus disorder prediction	435	460	-	T	14-10-2020				
HIN_030705	9da64c5923a94dc3a195ad35f0c39e01	460	Pfam	PF13639	Ring finger domain	228	271	6.5E-7	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_030705	9da64c5923a94dc3a195ad35f0c39e01	460	PANTHER	PTHR21319	RING FINGER AND CHY ZINC FINGER DOMAIN-CONTAINING PROTEIN 1	90	338	5.5E-56	T	14-10-2020				
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	SUPERFAMILY	SSF57850	RING/U-box	226	277	5.1E-10	T	14-10-2020				
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	ProSiteProfiles	PS51266	Zinc finger CHY-type profile.	96	162	15.649	T	14-10-2020	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	ProSiteProfiles	PS51270	Zinc finger CTCHY-type profile.	164	230	17.942	T	14-10-2020	IPR017921	Zinc finger, CTCHY-type		Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	SUPERFAMILY	SSF161219	CHY zinc finger-like	96	163	6.8E-12	T	14-10-2020	IPR037274	Zinc finger, CHY-type superfamily	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	PANTHER	PTHR21319	RING FINGER AND CHY ZINC FINGER DOMAIN-CONTAINING PROTEIN 1	97	338	3.4E-57	T	14-10-2020				
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	MobiDBLite	mobidb-lite	consensus disorder prediction	445	459	-	T	14-10-2020				
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	Gene3D	G3DSA:3.30.40.10	Zinc/RING finger domain	215	307	6.0E-9	T	14-10-2020	IPR013083	Zinc finger, RING/FYVE/PHD-type		
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	PANTHER	PTHR21319:SF0	ZINC FINGER PROTEIN BRUTUS	97	338	3.4E-57	T	14-10-2020				
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	SMART	SM00184	ring_2	123	172	19.0	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	SMART	SM00184	ring_2	228	270	7.8E-5	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	Pfam	PF13639	Ring finger domain	228	271	5.3E-7	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	Pfam	PF05495	CHY zinc finger	103	174	1.4E-14	T	14-10-2020	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	228	271	11.427	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	SUPERFAMILY	SSF161245	Zinc hairpin stack	165	222	9.29E-13	T	14-10-2020	IPR037275	Zinc finger, CTCHY-type superfamily		Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_068020	ef5453347fd5590b25cd4ea538f6c78b	459	MobiDBLite	mobidb-lite	consensus disorder prediction	436	459	-	T	14-10-2020				
HIN_071091	45437d448815a11eda774b6626132144	460	PANTHER	PTHR21319:SF0	ZINC FINGER PROTEIN BRUTUS	87	341	1.9E-58	T	14-10-2020				
HIN_071091	45437d448815a11eda774b6626132144	460	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	228	271	11.427	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_071091	45437d448815a11eda774b6626132144	460	Coils	Coil	Coil	432	452	-	T	14-10-2020				
HIN_071091	45437d448815a11eda774b6626132144	460	SUPERFAMILY	SSF57850	RING/U-box	226	277	4.42E-10	T	14-10-2020				
HIN_071091	45437d448815a11eda774b6626132144	460	PANTHER	PTHR21319	RING FINGER AND CHY ZINC FINGER DOMAIN-CONTAINING PROTEIN 1	87	341	1.9E-58	T	14-10-2020				
HIN_071091	45437d448815a11eda774b6626132144	460	SUPERFAMILY	SSF161245	Zinc hairpin stack	166	222	9.94E-13	T	14-10-2020	IPR037275	Zinc finger, CTCHY-type superfamily		Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_071091	45437d448815a11eda774b6626132144	460	Pfam	PF05495	CHY zinc finger	103	174	1.1E-14	T	14-10-2020	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_071091	45437d448815a11eda774b6626132144	460	MobiDBLite	mobidb-lite	consensus disorder prediction	446	460	-	T	14-10-2020				
HIN_071091	45437d448815a11eda774b6626132144	460	ProSiteProfiles	PS51266	Zinc finger CHY-type profile.	96	162	16.395	T	14-10-2020	IPR008913	Zinc finger, CHY-type	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_071091	45437d448815a11eda774b6626132144	460	Gene3D	G3DSA:3.30.40.10	Zinc/RING finger domain	218	306	5.8E-9	T	14-10-2020	IPR013083	Zinc finger, RING/FYVE/PHD-type		
HIN_071091	45437d448815a11eda774b6626132144	460	ProSiteProfiles	PS51270	Zinc finger CTCHY-type profile.	164	230	17.964	T	14-10-2020	IPR017921	Zinc finger, CTCHY-type		Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_071091	45437d448815a11eda774b6626132144	460	SMART	SM00184	ring_2	228	270	9.4E-5	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_071091	45437d448815a11eda774b6626132144	460	MobiDBLite	mobidb-lite	consensus disorder prediction	435	460	-	T	14-10-2020				
HIN_071091	45437d448815a11eda774b6626132144	460	Pfam	PF13639	Ring finger domain	228	271	6.5E-7	T	14-10-2020	IPR001841	Zinc finger, RING-type		
HIN_071091	45437d448815a11eda774b6626132144	460	SUPERFAMILY	SSF161219	CHY zinc finger-like	96	163	8.89E-14	T	14-10-2020	IPR037274	Zinc finger, CHY-type superfamily	GO:0008270	Reactome: R-HSA-110320|Reactome: R-HSA-983168
HIN_021610	907fc2705760c38197f9f969d699f878	1018	Gene3D	G3DSA:3.30.420.40	-	14	369	3.2E-29	T	14-10-2020				
HIN_021610	907fc2705760c38197f9f969d699f878	1018	Coils	Coil	Coil	894	924	-	T	14-10-2020				
HIN_021610	907fc2705760c38197f9f969d699f878	1018	Coils	Coil	Coil	743	763	-	T	14-10-2020				
HIN_021610	907fc2705760c38197f9f969d699f878	1018	Pfam	PF00012	Hsp70 protein	178	389	6.3E-20	T	14-10-2020	IPR013126	Heat shock protein 70 family		Reactome: R-HSA-3371453
HIN_021610	907fc2705760c38197f9f969d699f878	1018	Gene3D	G3DSA:3.30.420.40	-	178	352	3.2E-29	T	14-10-2020				
HIN_021610	907fc2705760c38197f9f969d699f878	1018	SUPERFAMILY	SSF53067	Actin-like ATPase domain	185	370	3.63E-20	T	14-10-2020	IPR043129	ATPase, nucleotide binding domain		
HIN_021610	907fc2705760c38197f9f969d699f878	1018	Gene3D	G3DSA:3.90.640.10	Actin; Chain A	225	306	3.2E-29	T	14-10-2020				
HIN_021610	907fc2705760c38197f9f969d699f878	1018	PANTHER	PTHR45639:SF3	HYPOXIA UP-REGULATED PROTEIN 1	13	917	2.1E-22	T	14-10-2020				
HIN_021610	907fc2705760c38197f9f969d699f878	1018	PANTHER	PTHR45639	HSC70CB, ISOFORM G-RELATED	13	917	2.1E-22	T	14-10-2020				
HIN_035043	ca68e3d10022c4ea48647bd1d3a93bdc	1018	Coils	Coil	Coil	894	924	-	T	14-10-2020				
HIN_035043	ca68e3d10022c4ea48647bd1d3a93bdc	1018	Pfam	PF00012	Hsp70 protein	178	389	2.0E-19	T	14-10-2020	IPR013126	Heat shock protein 70 family		Reactome: R-HSA-3371453
HIN_035043	ca68e3d10022c4ea48647bd1d3a93bdc	1018	PANTHER	PTHR45639:SF3	HYPOXIA UP-REGULATED PROTEIN 1	13	939	5.0E-22	T	14-10-2020				
HIN_035043	ca68e3d10022c4ea48647bd1d3a93bdc	1018	SUPERFAMILY	SSF53067	Actin-like ATPase domain	185	370	6.31E-20	T	14-10-2020	IPR043129	ATPase, nucleotide binding domain		
HIN_035043	ca68e3d10022c4ea48647bd1d3a93bdc	1018	Gene3D	G3DSA:3.30.420.40	-	178	352	4.6E-29	T	14-10-2020				
HIN_035043	ca68e3d10022c4ea48647bd1d3a93bdc	1018	PANTHER	PTHR45639	HSC70CB, ISOFORM G-RELATED	13	939	5.0E-22	T	14-10-2020				
HIN_035043	ca68e3d10022c4ea48647bd1d3a93bdc	1018	Gene3D	G3DSA:3.30.420.40	-	14	369	4.6E-29	T	14-10-2020				
HIN_035043	ca68e3d10022c4ea48647bd1d3a93bdc	1018	Coils	Coil	Coil	743	763	-	T	14-10-2020				
HIN_035043	ca68e3d10022c4ea48647bd1d3a93bdc	1018	Gene3D	G3DSA:3.90.640.10	Actin; Chain A	225	306	4.6E-29	T	14-10-2020				
HIN_085803	e1a52c3bcf45f05a1da6dda10e1afd14	1018	Gene3D	G3DSA:3.30.420.40	-	178	352	7.1E-29	T	14-10-2020				
HIN_085803	e1a52c3bcf45f05a1da6dda10e1afd14	1018	Coils	Coil	Coil	894	924	-	T	14-10-2020				
HIN_085803	e1a52c3bcf45f05a1da6dda10e1afd14	1018	Pfam	PF00012	Hsp70 protein	178	388	2.0E-19	T	14-10-2020	IPR013126	Heat shock protein 70 family		Reactome: R-HSA-3371453
HIN_085803	e1a52c3bcf45f05a1da6dda10e1afd14	1018	SUPERFAMILY	SSF53067	Actin-like ATPase domain	185	370	6.97E-20	T	14-10-2020	IPR043129	ATPase, nucleotide binding domain		
HIN_085803	e1a52c3bcf45f05a1da6dda10e1afd14	1018	Gene3D	G3DSA:3.30.420.40	-	14	369	7.1E-29	T	14-10-2020				
HIN_085803	e1a52c3bcf45f05a1da6dda10e1afd14	1018	Gene3D	G3DSA:3.90.640.10	Actin; Chain A	225	306	7.1E-29	T	14-10-2020				
HIN_085803	e1a52c3bcf45f05a1da6dda10e1afd14	1018	PANTHER	PTHR45639:SF3	HYPOXIA UP-REGULATED PROTEIN 1	13	945	2.9E-22	T	14-10-2020				
HIN_085803	e1a52c3bcf45f05a1da6dda10e1afd14	1018	Coils	Coil	Coil	743	763	-	T	14-10-2020				
HIN_085803	e1a52c3bcf45f05a1da6dda10e1afd14	1018	PANTHER	PTHR45639	HSC70CB, ISOFORM G-RELATED	13	945	2.9E-22	T	14-10-2020				
HIN_097666	86e2ba07b7e907bedc04a15ef291205f	1018	Coils	Coil	Coil	894	924	-	T	14-10-2020				
HIN_097666	86e2ba07b7e907bedc04a15ef291205f	1018	Gene3D	G3DSA:3.90.640.10	Actin; Chain A	225	306	3.4E-29	T	14-10-2020				
HIN_097666	86e2ba07b7e907bedc04a15ef291205f	1018	Gene3D	G3DSA:3.30.420.40	-	14	369	3.4E-29	T	14-10-2020				
HIN_097666	86e2ba07b7e907bedc04a15ef291205f	1018	PANTHER	PTHR45639:SF3	HYPOXIA UP-REGULATED PROTEIN 1	13	873	1.2E-24	T	14-10-2020				
HIN_097666	86e2ba07b7e907bedc04a15ef291205f	1018	Pfam	PF00012	Hsp70 protein	178	389	1.9E-19	T	14-10-2020	IPR013126	Heat shock protein 70 family		Reactome: R-HSA-3371453
HIN_097666	86e2ba07b7e907bedc04a15ef291205f	1018	PANTHER	PTHR45639	HSC70CB, ISOFORM G-RELATED	13	873	1.2E-24	T	14-10-2020				
HIN_097666	86e2ba07b7e907bedc04a15ef291205f	1018	Coils	Coil	Coil	743	763	-	T	14-10-2020				
HIN_097666	86e2ba07b7e907bedc04a15ef291205f	1018	Gene3D	G3DSA:3.30.420.40	-	178	352	3.4E-29	T	14-10-2020				
HIN_097666	86e2ba07b7e907bedc04a15ef291205f	1018	SUPERFAMILY	SSF53067	Actin-like ATPase domain	185	370	5.44E-20	T	14-10-2020	IPR043129	ATPase, nucleotide binding domain		
HIN_018263	5da990cdd98a45ce50066cd30dc5dea4	326	Gene3D	G3DSA:1.50.10.20	-	5	324	3.0E-47	T	14-10-2020				
HIN_018263	5da990cdd98a45ce50066cd30dc5dea4	326	SUPERFAMILY	SSF48239	Terpenoid cyclases/Protein prenyltransferases	4	321	1.88E-34	T	14-10-2020	IPR008930	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid		
HIN_018263	5da990cdd98a45ce50066cd30dc5dea4	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	262	301	4.8E-5	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
HIN_018263	5da990cdd98a45ce50066cd30dc5dea4	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	125	147	1.2	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
HIN_018263	5da990cdd98a45ce50066cd30dc5dea4	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	162	199	0.32	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
HIN_018263	5da990cdd98a45ce50066cd30dc5dea4	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	229	254	4.5E-5	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
HIN_018263	5da990cdd98a45ce50066cd30dc5dea4	326	PANTHER	PTHR11774	GERANYLGERANYL TRANSFERASE TYPE BETA SUBUNIT	27	322	5.2E-46	T	14-10-2020				
HIN_033260	66aead3a52a75682dacf0e8a9ffc0979	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	262	301	1.8E-6	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
HIN_033260	66aead3a52a75682dacf0e8a9ffc0979	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	164	199	0.71	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
HIN_033260	66aead3a52a75682dacf0e8a9ffc0979	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	229	254	4.5E-5	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
